id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment
8915,Slider Plate Overhead Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8916,Slider Sandbag Front Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8917,Slider Sandbag Back Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8918,Slider Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8919,Slider Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8920,Slider Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8921,Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8922,Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8923,Slider Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8924,Slider Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8925,Slider Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8926,Slider Single Arm Clubbell Order Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8927,Slider Single Arm Macebell Order Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8928,Kettlebell Goblet Cyclist Squat,https://youtu.be/JMGY7iOxEd8?si=VQLmn1jf71I47o_a,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8929,Kettlebell Goblet Knee Over Toe Split Squat,https://youtu.be/9b4Aatm0Wvo?si=35ADJVaHZbeshP13,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8930,Kettlebell Goblet Foot Elevated Knee Over Toe Split Squat,https://youtu.be/JGpJCYbDefo?si=NOFTsBroAKhZtrMl,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8931,Dumbbell Goblet Walking Lunge,https://youtu.be/gA6gJS2ePGU?si=Ug9x4DfIITtyX9FE,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8932,Ring Maltese,https://youtu.be/CvVSQjBGdxY?si=NNbbzDLa-chZFz3I,,Grand Master,Abdominals,Rectus Abdominis,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
8933,Barbell Front Rack Curtsy Lunge,https://youtu.be/oZCa8oh_YVI?si=rPzLwq3xpBKREAf7,https://youtu.be/Kt3knQShh-A?si=sWwsEazcmrI0by7m,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell
8934,Double Kettlebell Front Rack Curtsy Lunge,https://youtu.be/b10GH56Feuc?si=DTF4gfUaKajgDIEP,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8935,Suspension Curtsy Lunge,https://youtu.be/tiuw2sbuhl0?si=TK4HTHPYjPWelq8-,https://youtu.be/yjwURBqqCYg?si=NUF6xvgot5JoPLus,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Suspension Trainer
8936,Barbell Overhead Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell
8937,Barbell Back Rack Curtsy Lunge,,https://youtu.be/msvF1e9w2aQ?si=ZGUO8zKtN0DMjqex,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell
8938,Barbell Zercher Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell
8939,Double Kettlebell Suitcase Curtsy Lunge,,https://youtu.be/DEE806Xr4V4?si=Bi_n7QfcYh1KpvBP,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8940,Double Kettlebell Overhead Curtsy Lunge,https://youtu.be/u_cHR3_1IZw?si=oVJaTI9hNpMcfVFW,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8941,Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8942,Double Kettlebell Bottoms Up Overhead Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8943,Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,https://youtu.be/XVsdDBiLk2I?si=yYz392PvLdjJCOy5,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8944,Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,https://youtu.be/IlABYRygo3w?si=LYId2yiYvpqxybEC,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8945,Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8946,Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8947,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8948,Double Dumbbell Front Rack Curtsy Lunge,https://youtu.be/ORgVFXTysI8?si=F2L2x6t0lsu7RXmy,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8949,Double Dumbbell Suitcase Curtsy Lunge,https://youtu.be/tKQAKx25kyk?si=CVIu5jUCBGlS-CU4,https://youtu.be/LYtjfGYxPGc?si=6u5LXuWotilcKGX6,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8950,Double Dumbbell Overhead Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8951,Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,https://youtu.be/6-K9hgU8YUI?si=eubdVXn2jNhff_kr,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8952,Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,https://youtu.be/XSvx131FZ_s?feature=shared,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8953,Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8954,Dumbbell Goblet Curtsy Lunge,https://youtu.be/sMUQOGVrmQM?si=shRczfTH98OihNfr,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8955,Kettlebell Horn Grip Curtsy Lunge,https://youtu.be/sb9anlSqH6w?feature=shared,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8956,Kettlebell Goblet Curtsy Lunge,https://youtu.be/863JuZlLiA4?si=Zj6W2E1ana1MwTBv,https://youtu.be/o9dDJfqomhY?si=nZV9tpIyNBei3gUE,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8957,Clubbell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Clubbell
8958,Double Clubbell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Clubbell
8959,Single Arm Clubbell Order Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Clubbell
8960,Macebell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Macebell
8961,Bodyweight Curtsy Lunge,https://youtu.be/cXHnXTR79Kw?si=HidnQgZQ02ZN6GNc,https://youtu.be/rUD0rPjlxdQ?si=AMHO_Tvi4Muc361n,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Bodyweight
8962,Plate Overhead Curtsy Lunge,https://youtu.be/fdt3gkMNv0Y?si=Wmdlb79kZmS0oZof,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Weight Plate
8963,Sandbag Front Rack Curtsy Lunge,https://youtu.be/2DiU1YRLDQE?si=klXwkCZb6RsZjZl5,https://youtu.be/Y9lSGKJYFwY?si=aFD5teAXtSt83DvO,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sandbag
8964,Sandbag Back Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sandbag
8965,Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,https://youtu.be/dwL1uWmadTI?si=6anEQDI0eEoOuB0Q,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8966,Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8967,Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8968,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8969,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Kettlebell
8970,Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,https://youtu.be/yswpCMZ98OI?si=xOcXSLCrJIH3odmK,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8971,Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,,https://youtu.be/8lACiuIcv_0?feature=shared,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8972,Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8973,Single Arm Clubbell Order Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Clubbell
8974,Ring Archer Pull Up,https://youtu.be/aFrdGmSHqFI?si=RfqnoOy6-Ppa73et,https://youtu.be/qwBErsklUno?si=-zVJHul85jMEE9oB,Advanced,Back,Latissimus Dorsi,,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
8975,Barbell Single Leg Bent Knee Bicep Curl,,,Advanced,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell
8976,Bodyweight Freestanding Handstand,https://youtu.be/E2s-D009x6E,https://youtu.be/JyyKGE-Ajs8,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Bodyweight
8977,Bodyweight Wall Eccentric Straddle Press Handstand,https://youtu.be/VVan0yoinV8,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Bodyweight
8978,Kettlebell Horn Grip Carry,https://youtu.be/LcF_derN9KA?si=U_Cqiq6zxtQlpRhf,,Novice,Abdominals,Rectus Abdominis,,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Kettlebell
8979,Kettlebell Goblet Carry,,https://youtu.be/PN8ATPtOYEE?si=zcjMbUMXIWHgX7E_,Novice,Abdominals,Rectus Abdominis,,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Kettlebell
8980,Dumbbell Goblet Carry,https://youtu.be/qa-CYBhvSDA?si=qbgdCK6xq_Ftfez0,https://youtu.be/9Xv_5oevuqw?si=cY6Vt15TX5V6EcvU,Novice,Abdominals,Rectus Abdominis,,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Dumbbell
8981,Single Arm Ring Feet Elevated Row,,,Advanced,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
8982,Double Kettlebell Dead Snatch,https://youtu.be/7KN_RrCS_EU?si=seR_4LNmjEtTdXfj,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8983,Single Arm Kettlebell Dead Half Snatch,,https://youtu.be/Afjg2rDHJ9Y?si=h7MYMycB-dIjcHL5,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8984,Alternating Single Arm Kettlebell Dead Half Snatch,,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8985,Alternating Single Arm Kettlebell Start Stop Snatch,https://youtu.be/GwxzBGhm6ac?si=vrTFU3w6T1NGn8DM,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8986,Single Arm Kettlebell Start Stop Snatch,https://youtu.be/BpwgvVjQXiw?si=SPwizx5lirRdfFmX,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8987,Double Kettlebell Start Stop Snatch,,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8988,Single Arm Kettlebell Start Stop Swing,https://youtu.be/djCYBs70KLE?si=JiYJei8Eqv-UiCG7,https://youtu.be/fvwlIUW04hg?si=A2DjFOuq2Sw-6TW_,Novice,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8989,Alternating Single Arm Kettlebell Start Stop Swing,https://youtu.be/3Xhy3dz61to?si=8lmx3c2FvDHq6Zy5,,Novice,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8990,Double Kettlebell Start Stop Swing,https://youtu.be/sS-bxWAoPWk?si=zgyeJNYUfOuTOFyj,https://youtu.be/0EgT__MDZR8?si=rWcHJ2d9m_LxpJuW,Novice,Glutes,Gluteus Maximus,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8991,Ring L Sit Pull Up,https://youtu.be/Aa9U0XNNBfU,,Advanced,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
8992,Suspension Skater Jump,https://youtu.be/Y8Wn_vTZFFg?si=AtpqJfd4OVnOo7ZO,,Intermediate,Abductors,Gluteus Medius,Adductor Magnus,Lower Body,Unilateral,Plyometric,2025-08-10 01:02:46.306204+00,Suspension Trainer
8993,Double Kettlebell Start Stop Clean,https://youtu.be/SaBcgeWdynY?si=VUGBebh0ht8z7ISy,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8994,Single Arm Kettlebell Start Stop Clean,https://youtu.be/SLm1ou6-SLM?feature=shared,https://youtu.be/r1b8btVfk6w?si=mdFerl1Ftrhe1hjd,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8995,Alternating Single Arm Kettlebell Start Stop Clean,https://youtu.be/_OtZfks5rfU?si=iwf-Hc6P6vZ3ke6I,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
8996,Clubbell Staggered Stance Rotational Swing,,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Clubbell
8997,Clubbell Staggered Stance Rotational Clean,,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Clubbell
8998,Clubbell Staggered Stance Rotational Clean to Forward Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Clubbell
8999,Ring Bulgarian Pull Up,https://youtu.be/Xk0GovwG8Go,https://youtu.be/ek9in7TOqjs,Advanced,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
9000,Ring Bulgarian L Sit Pull Up,https://youtu.be/3U86aaJuyRs,,Advanced,Back,Latissimus Dorsi,Biceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
9001,Single Arm Landmine Split Snatch,https://youtu.be/RzeAb6wnMsk?si=aedjaQmoWjF7IB75,https://youtu.be/6My_MnlhTGU?si=Dxln5c_mwBhxUokl,Advanced,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Landmine
9002,Double Dumbbell Hang Power Clean,https://youtu.be/_1Tp01g9ciU?si=NTgkT4x59EZyPH9T,,Intermediate,Glutes,Gluteus Maximus,,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Dumbbell
9003,Single Arm Barbell Bicep Curl,https://youtu.be/NQ53MadCtW0,,Advanced,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Barbell
9004,Ring False Grip Pull Up,https://youtu.be/7zn_K1omwQs,https://youtu.be/dKSQFLBe4o0?feature=shared,Advanced,Back,Latissimus Dorsi,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
9005,Slider Kettlebell Goblet Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
9006,Ring Feet Elevated Pike Push Up,https://youtu.be/T7F6-FEmvrs,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
9007,Single Arm Landmine Split Clean,https://youtu.be/tDKju5qmxOM?si=j82cBg7j8A8GUsiV,https://youtu.be/X3Pe8IHTavA?si=xbfG5Os4grSyPxVe,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Landmine
9008,Double Dumbbell Squat Clean,https://youtu.be/SYxObzJ3gn0?si=MxNFujZbMP9ff4gw,https://youtu.be/5qzIQJUIwKk?si=CY_fvTbF-CbG9QgM,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Dumbbell
9009,Double Dumbbell Hang Squat Clean,https://youtu.be/lYo3ofjjUKI?si=6bwkgshNWDvWIlQc,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Dumbbell
9010,Single Arm Landmine Split Jerk,https://youtu.be/J4MJUcilrmo?si=4cbvgzB0vHx2Gb3e,,Advanced,Shoulders,Anterior Deltoids,,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:46.306204+00,Landmine
9011,Single Arm Kettlebell Ipsilateral Forward Lunge Snatch,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Ipsilateral,Ballistics,2025-08-10 01:02:46.306204+00,Kettlebell
9012,Clubbell Hammer Swing,https://youtu.be/8gLU9bNm4TE?si=4FnpId_WJCijmDqW,https://youtu.be/Zk_uT6dHfFM?si=9gx2NoRe2hquzwXj,Intermediate,Abdominals,Obliques,Anterior Deltoids,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Clubbell
9013,Single Arm Clubbell Hammer Swing,,,Intermediate,Abdominals,Obliques,Anterior Deltoids,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Clubbell
9014,Double Clubbell Hammer Swing,,,Intermediate,Abdominals,Obliques,Anterior Deltoids,Full Body,Bilateral,Ballistics,2025-08-10 01:02:46.306204+00,Clubbell
9015,Ring Tuck Back Lever with Alternating Single Leg Extensions,https://youtu.be/DB63aMHSfX8,,Advanced,Abdominals,Rectus Abdominis,,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
9016,Ring Tuck Front Lever with Alternating Single Leg Extensions,https://youtu.be/iK78Q6NwH-Q,,Advanced,Abdominals,Rectus Abdominis,,Full Body,Unilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
9017,Barbell Split Clean,https://youtu.be/a5CR3Bi2Gc8?si=fy5lJhtOGwem51y_,https://youtu.be/MmCQ0tmk3KY?si=e-a6xgGpxdaSKD-Y,Expert,Glutes,Gluteus Maximus,Biceps Femoris,Full Body,Unilateral,Olympic Weightlifting,2025-08-10 01:02:46.306204+00,Barbell
9018,Double Dumbbell Hang Split Clean,https://youtu.be/ILaWpcO0NdQ?si=wZ59jqUF1LZLoldu,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Ballistics,2025-08-10 01:02:46.306204+00,Dumbbell
9019,Ring Archer Push Up,https://youtu.be/Go96FtKDQIA,,Advanced,Chest,Pectoralis Major,,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
