exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,equipment ,Category,Laterality,Primary Exercise Classification
Macebell Half Battle Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Full Body,Unilateral,Unsorted*
Clubbell Order Pivot Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Macebell Order Pivot Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Bodyweight Plate Assisted Hip Airplane,Video Demonstration,Video Explanation,Intermediate,Glutes,Gluteus Medius,Gluteus Minimus,Bodyweight,Lower Body,Unilateral,Unsorted*
Macebell Battle Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Full Body,Unilateral,Unsorted*
Single Arm Kettlebell Tactical Half Snatch,,,Advanced,Glutes,Gluteus Maximus,Biceps Femoris,Kettlebell,Full Body,Unilateral,Ballistics
Heavy Sandbag Shoulder Ipsilateral Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Contralateral,Unsorted*
Barbell Tall Kneeling Cuban Rotation,,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Infraspinatus,Barbell,Upper Body,Bilateral,Unsorted*
Barbell Cuban Rotation,Video Demonstration,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Infraspinatus,Barbell,Upper Body,Bilateral,Unsorted*
Alternating Single Arm Landmine Tall Kneeling Shoulder Press,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,,Landmine,Upper Body,Unilateral,Unsorted*
Barbell Feet Elevated Glute Bridge,Video Demonstration,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Barbell,Lower Body,Bilateral,Bodybuilding
Single Arm Kettlebell Tactical Snatch to Overhead Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Full Body,Unilateral,Ballistics
Bodyweight Push Up to Alternating Lateral Kick Through,,Video Explanation,Intermediate,Chest,Pectoralis Major,Rectus Abdominis,Bodyweight,Upper Body,Unilateral,Animal Flow
Double Dumbbell Single Leg Romanian Deadlift,Video Demonstration,Video Explanation,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Single Arm Dumbbell Contralateral Single Leg Romanian Deadlift,Video Demonstration,Video Explanation,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Dumbbell Crush Grip Single Leg Romanian Deadlift,,,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Alternating Double Clubbell Pullover,,,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Clubbell,Upper Body,Unilateral,Unsorted*
Barbell Tall Kneeling Bicep Curl,Video Demonstration,,Novice,Biceps,Biceps Brachii,Brachialis,Barbell,Upper Body,Bilateral,Bodybuilding
Dumbbell Tall Kneeling Overhead Tricep Extension,Video Demonstration,,Beginner,Triceps,Triceps Brachii ,Anterior Deltoids,Dumbbell,Upper Body,Bilateral,Bodybuilding
Clubbell Inside Circle to Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Full Body,Bilateral,Ballistics
Alternating Single Arm Clubbell Inside Circle to Shield Cast,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Clubbell,Full Body,Unilateral,Ballistics
Alternating Single Arm Kettlebell Snatch to Overhead Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Full Body,Unilateral,Ballistics
Cable Prone Bench Single Leg Hamstring Curl,Video Demonstration,,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Cable,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Tall Kneeling Cuban Rotation,,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Dumbbell,Upper Body,Bilateral,Unsorted*
Macebell Single Leg Standing Bent Knee 360,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Unilateral,Balance
Single Arm Macebell Single Leg Standing Bent Knee Ipsilateral 360,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Ipsilateral,Balance
Alternating Single Arm Macebell 360 to Ballistic Curl,,,Intermediate,Shoulders,Posterior Deltoids,Biceps Brachii,Macebell,Upper Body,Unilateral,Ballistics
Double Dumbbell Suitcase Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Barbell Front Rack Reverse Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Barbell Overhead Reverse Lunge,Video Demonstration,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Heavy Sandbag Bear Hug Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Full Body,Unilateral,Unsorted*
Heavy Sandbag Shoulder Contralateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Contralateral,Unsorted*
Barbell Back Rack Reverse Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Suitcase Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Front Rack Reverse Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Front Rack Reverse Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Overhead Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Single Arm Dumbbell Suitcase Contralateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Single Arm Dumbbell Front Rack Contralateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Single Arm Dumbbell Overhead Contralateral Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Double Kettlebell Overhead Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Dumbbell Goblet Reverse Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Clubbell Order Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Double Clubbell Order Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Single Arm Clubbell Order Contralateral Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Contralateral,Bodybuilding
Macebell Order Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Reverse Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Suitcase Contralateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Bodyweight Reverse Lunge,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Bodybuilding
Bulgarian Bag Back Rack Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bulgarian Bag,Lower Body,Unilateral,Bodybuilding
Sandbag Front Rack Reverse Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Bodybuilding
Plate Overhead Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Weight Plate,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Front Rack Contralateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Reverse Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Single Arm Kettlebell Overhead Contralateral Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Contralateral Reverse Lunge,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Kettlebell Goblet Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Reverse Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Barbell Zercher Reverse Lunge,Video Demonstration,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Single Arm Dumbbell Suitcase Ipsilateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Dumbbell Front Rack Ipsilateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Dumbbell Overhead Ipsilateral Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Clubbell Order Ipsilateral Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Suitcase Ipsilateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Front Rack Ipsilateral Reverse Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Reverse Lunge,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Overhead Ipsilateral Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Reverse Lunge,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Heavy Sandbag Shoulder Ipsilateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Contralateral,Unsorted*
Single Arm Macebell Order Walking Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Single Arm Macebell Order Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Single Arm Macebell Order Alternating Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Single Arm Macebell Order Alternating Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Single Arm Macebell Order Alternating Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Single Arm Macebell Order Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Contralateral,Bodybuilding
Single Arm Macebell Order Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Macebell Order Contralateral Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Contralateral,Bodybuilding
Single Arm Macebell Order Ipsilateral Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Macebell Order Contralateral Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Contralateral,Bodybuilding
Single Arm Macebell Order Ipsilateral Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Cable Incline Bench Preacher Curl,Video Demonstration,Video Explanation,Beginner,Biceps,Biceps Brachii,Brachialis,Cable,Upper Body,Unilateral,Bodybuilding
Double Kettlebell Seesaw Bent Over Row,Video Demonstration,Video Explanation,Beginner,Back,Latissimus Dorsi,Rhomboids,Kettlebell,Upper Body,Unilateral,Bodybuilding
Double Dumbbell Seesaw Bent Over Row,Video Demonstration,Video Explanation,Beginner,Back,Latissimus Dorsi,Rhomboids,Dumbbell,Upper Body,Unilateral,Bodybuilding
Barbell Spider Curl,Video Demonstration,Video Explanation,Novice,Biceps,Biceps Brachii,Brachialis,Barbell,Upper Body,Bilateral,Bodybuilding
Slider Kettlebell Horn Grip Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Unilateral,Bodybuilding
Superband Good Morning,Video Demonstration,Video Explanation,Beginner,Back,Erector Spinae ,Gluteus Maximus,Superband,Lower Body,Bilateral,Bodybuilding
Trap Bar Feet Elevated Calf Raise,,,Intermediate,Calves,Gastrocnemius,Soleus,Trap Bar,Lower Body,Bilateral,Bodybuilding
Superband Prone Single Leg Hamstring Curl,Video Demonstration,Video Explanation,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Superband,Lower Body,Unilateral,Bodybuilding
Superband Prone Bench Single Leg Hamstring Curl,,,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Superband,Lower Body,Unilateral,Bodybuilding
Barbell Seated Cuban Rotation,,,Intermediate,Shoulders,Posterior Deltoids,Infraspinatus,Barbell,Upper Body,Bilateral,Unsorted*
Cable Rope Pullover,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,,Cable,Upper Body,Bilateral,Bodybuilding
Kettlebell Close Grip Push Up,Video Demonstration,,Novice,Triceps,Triceps Brachii ,Pectoralis Major,Kettlebell,Upper Body,Bilateral,Calisthenics
Kettlebell Kneeling Close Grip Push Up,,,Beginner,Triceps,Triceps Brachii,Pectoralis Major,Kettlebell,Upper Body,Bilateral,Calisthenics
Kettlebell Feet Elevated Close Grip Push Up,,,Intermediate,Triceps,Triceps Brachii,Pectoralis Major,Kettlebell,Upper Body,Bilateral,Calisthenics
Barbell Close Grip Incline Push Up,Video Demonstration,,Beginner,Triceps,Triceps Brachii,Pectoralis Major,Barbell,Upper Body,Bilateral,Calisthenics
Kettlebell Goblet March,Video Demonstration,,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Kettlebell,Core,Unilateral,Balance
Dumbbell Goblet March,Video Demonstration,Video Explanation,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Dumbbell,Core,Unilateral,Balance
Dumbbell Crush Grip Overhead March,Video Demonstration,,Intermediate,Hip Flexors,Iliopsoas,Rectus Abdominis,Dumbbell,Core,Unilateral,Balance
Cable Pallof Press,Video Demonstration,Video Explanation,Novice,Abdominals,Obliques,Rectus Abdominis,Cable,Core,Bilateral,Unsorted*
Single Ring Pallof Press,Video Demonstration,Video Explanation,Intermediate,Abdominals,Obliques,Rectus Abdominis,Gymnastic Rings,Core,Bilateral,Unsorted*
Kettlebell Low Hold Foot Elevated Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Barbell Seated Overhead Tricep Extension,Video Demonstration,Video Explanation,Intermediate,Triceps,Triceps Brachii,Anterior Deltoids,Barbell,Upper Body,Bilateral,Bodybuilding
Barbell Standing Overhead Tricep Extension,Video Demonstration,Video Explanation,Intermediate,Triceps,Triceps Brachii ,Anterior Deltoids,Barbell,Upper Body,Bilateral,Bodybuilding
Barbell Tall Kneeling Overhead Tricep Extension,,,Intermediate,Triceps,Triceps Brachii ,Anterior Deltoids,Barbell,Upper Body,Bilateral,Bodybuilding
Miniband Thigh Kneeling Side Plank Hip Abduction,Video Demonstration,Video Explanation,Novice,Abductors,Gluteus Medius,Gluteus Minimus,Miniband,Lower Body,Unilateral,Bodybuilding
Bodyweight Crunch,Video Demonstration,Video Explanation,Beginner,Abdominals,Rectus Abdominis,Iliopsoas,Bodyweight,Core,Bilateral,Unsorted*
Bodyweight Reverse Crunch,Video Demonstration,Video Explanation,Beginner,Abdominals,Rectus Abdominis,Iliopsoas,Bodyweight,Core,Bilateral,Unsorted*
Bodyweight Dips,Video Demonstration,Video Explanation,Intermediate,Triceps,Triceps Brachii ,Pectoralis Major,Bodyweight,Upper Body,Bilateral,Calisthenics
Single Arm Dumbbell Incline Bench Powell Raise,Video Demonstration,Video Explanation,Novice,Shoulders,Posterior Deltoids,Rhomboids,Dumbbell,Upper Body,Unilateral,Unsorted*
Cable Rope Half Kneeling Rotation,Video Demonstration,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Cable,Core,Bilateral,Unsorted*
Cable Rope Isometric Split Squat Rotation,,,Advanced,Abdominals,Obliques,Quadriceps Femoris,Cable,Full Body,Unilateral,Unsorted*
Double Dumbbell Tall Kneeling Cuban Press,,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Dumbbell,Upper Body,Bilateral,Unsorted*
Heavy Sandbag Bear Hug Good Morning,Video Demonstration,,Intermediate,Back,Erector Spinae ,Gluteus Maximus,Heavy Sandbag,Lower Body,Bilateral,Bodybuilding
Heavy Sandbag Clean to Overhead Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Heavy Sandbag,Full Body,Bilateral,Unsorted*
Kettlebell Horn Grip Bulgarian Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Foot Elevated Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Goblet Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Alternating Cossack Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Foot Elevated Cossack Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Low Switch Cossack Squat,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Kettlebell,Lower Body,Unilateral,Bodybuilding
